Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
44726.43,1.104517,-1.197955,1.548588,0.463092,-0.924969,-0.890138,0.592483,-0.085585,0.228914,1.823316,-0.559505,-1.428361,-0.308645,0.941715,0.832741,-0.169253,0.211153,0.352091,-1.188775,-0.190868,0.379008,1.301716,0.019255,1.265854,-0.894679,0.018679,0.253395,0.469236,44.12,0
66352.93,-0.252051,-1.356046,0.238635,0.019659,-0.984925,1.351982,0.010611,-2.352986,0.118927,-1.281019,0.306261,1.500672,1.324883,-0.904874,0.046278,-0.952681,1.002477,1.037033,0.363499,-0.791816,0.480956,0.12608,0.467097,-1.630805,-0.388388,0.460494,-0.411566,1.455339,22.79,0
18230.35,0.175391,-0.589461,-1.709237,-1.834133,1.117199,1.886016,1.420941,-0.7567,0.927963,-0.66077,-0.949333,1.15676,-0.736694,-0.636901,-0.223883,-0.578415,1.613347,1.226869,-1.578292,0.377418,-0.361607,-0.712967,-0.347097,0.114925,-0.009314,0.474473,0.552639,-1.516317,34.05,0
8263.47,-0.44751,-0.224611,-2.363758,0.074347,-1.090416,0.078696,-1.102023,-1.641148,0.653616,0.632594,-0.79229,0.19953,-0.694999,1.296189,-1.340678,-0.321215,0.806971,0.737849,0.659234,-2.174882,0.901222,-0.27497,1.116936,0.159015,0.28587,0.039493,0.869969,-2.183018,3.34,0
31431.42,0.709602,-0.870242,1.233991,-0.731404,0.083611,0.133281,-1.2154,-0.758811,0.654884,0.374214,1.968595,-2.119924,1.227412,0.017761,0.822513,-0.027393,-0.290698,1.258679,-1.661305,-1.016697,-1.03606,1.962207,1.045624,1.261505,-0.233011,-0.09591,-0.810546,-2.354333,20.59,0
93724.89,-0.311317,-0.764542,-0.910853,0.953871,1.735287,-1.118001,-0.595222,1.115873,0.04032,0.895348,-1.285149,0.974711,-0.877807,1.200272,-0.14277,-0.376064,-0.564523,-0.395901,0.496306,-0.098497,-0.871577,0.381164,-1.97671,-1.544199,-0.804639,1.204645,-0.277192,1.734095,4.92,0
156421.87,-0.260959,1.43683,1.397514,0.252017,0.963928,-1.367895,0.58816,-1.68958,0.571233,-0.414896,-0.172332,-2.147289,-0.137391,0.544161,2.214489,0.639215,0.081558,1.149613,0.30075,1.170277,0.217665,1.616292,-0.241204,0.293519,0.162313,-0.945434,2.076947,0.387103,11.41,0
22140.17,0.777646,-1.567961,0.270827,2.182146,-0.3792,0.545715,0.141474,-0.901007,-0.08544,-1.29918,-0.001063,2.287085,1.931743,-1.590983,-1.333053,1.176747,-0.227411,0.543353,0.400288,-0.875163,1.586399,-1.610656,-0.386897,-0.2827,-0.955019,-0.270898,0.332106,0.59912,11.35,0
152324.18,-1.381329,0.538146,0.931789,0.857391,0.854781,-1.17493,-1.31484,1.797379,0.765016,0.609945,-1.276104,-1.178676,1.625004,1.523382,-2.032677,-1.887618,0.022657,0.000451,-1.270939,-0.795737,0.064905,3.100327,-0.045691,-2.127617,0.709384,-1.191088,0.138345,-0.618568,11.29,0
44248.82,2.424881,-0.019298,-0.312063,0.057836,-0.007192,0.19008,-0.04374,0.567723,0.931211,-0.581398,-0.513726,0.198242,0.657986,0.008051,1.417091,-1.728201,-0.452811,-2.301397,0.458237,1.386282,0.471199,-0.492728,0.176252,0.54495,-0.058273,0.406392,0.604913,0.450483,24.53,0
154636.52,-0.494999,-0.941857,0.295155,0.421787,0.693906,0.73439,1.008284,-1.809759,0.283666,0.081265,0.315774,2.208488,-1.559099,-0.175734,-2.086073,0.16484,-0.397764,1.109849,0.871868,-0.313543,-0.284202,1.293577,-0.674173,-0.638041,0.432755,-1.43026,-0.085659,1.187311,160.15,0
18373.47,-1.066904,-1.64184,-2.298392,0.708883,-0.357959,-0.665733,-1.297059,1.1696,-0.411358,-0.115265,2.465858,0.464571,-1.99514,-0.508874,-0.808589,-0.574705,1.299788,1.004771,-0.552603,-0.304613,0.22166,0.863624,0.055095,1.539033,0.996176,0.074205,0.791419,-0.00258,2.35,0
46438.43,0.686202,0.6547,-0.348717,0.655976,0.973759,0.100564,1.326904,1.831517,-1.980364,0.300917,0.902094,0.888458,-0.376076,0.722256,0.373641,-0.548221,-0.063139,0.524757,0.30919,-1.002474,-0.238383,0.724795,-0.617998,-0.462318,0.621975,-0.017609,0.163816,-0.125555,126.26,0
37969.2,-0.571734,-0.877544,-0.292071,-0.301109,-1.446861,2.01557,0.378788,0.826715,-0.415777,1.868139,0.77546,-0.493786,-0.50629,-0.518015,-1.025243,0.325525,1.531547,-1.307813,-0.93565,-0.282418,-1.015653,-0.331349,-1.148731,-0.716397,0.072589,-1.558498,1.847393,0.648592,8.76,0
37288.6,0.238584,-2.029949,-1.394434,0.963442,0.815678,0.498636,-1.557468,-0.385777,0.393416,0.103025,-0.497154,-0.451866,-0.161276,-0.275296,0.327633,-1.795108,0.231651,1.300154,0.187137,1.607795,-0.436343,-1.973429,-0.527683,0.721249,-0.601495,-0.588934,-2.382186,-0.006967,228.95,0
129942.91,-0.115731,0.201866,0.378938,-0.324189,-1.013419,0.734633,0.214095,-0.124996,0.987744,-1.002405,0.745635,-0.599758,-0.079376,-0.095062,-1.800813,2.669151,2.832337,-1.516756,0.424283,-0.381839,0.936041,-0.980306,1.092894,-0.502926,-1.0331,-1.004087,-0.403089,0.951525,147.8,0
117534.89,0.380654,0.236705,1.433988,0.499798,-0.380508,1.987494,0.007075,0.597534,1.63792,0.001971,1.176902,-1.065596,0.923049,1.649731,-0.254716,-1.104198,1.940725,1.808928,0.871178,-0.398439,1.998876,-0.463137,1.627827,-1.884512,0.054384,-1.799025,0.38849,-0.779467,37.19,0
89702.73,-1.076556,1.344625,-0.935051,-0.406034,0.922476,0.345592,1.153665,-2.232751,2.054467,0.092829,-2.114671,-0.029421,0.546783,-0.342186,-1.318544,0.610868,0.398097,0.989542,-0.497112,0.034918,0.311938,1.321173,-0.123484,0.056297,0.033534,-1.6136,-0.36964,-0.827519,11.93,0
45893.19,-1.167215,-1.13083,-0.313882,-0.67059,-3.138125,2.477165,-0.068504,-0.485477,0.469544,-0.26116,-0.461472,-0.65788,0.609347,-0.357422,0.917539,-0.112969,-1.370665,-0.259551,1.699369,0.924439,0.517172,-0.200703,0.035171,-1.367737,0.169123,1.297661,-0.470711,-0.288663,11.27,0
127085.52,1.294187,-0.444035,-0.259973,-2.443158,0.72803,-0.497379,-0.268725,-1.286972,1.117255,-0.776247,0.24116,-0.258552,1.469284,0.995663,0.036689,-0.128376,-1.225751,-1.622754,-1.312352,0.28235,0.795499,1.118638,-0.006271,-0.05207,-0.303155,-0.394272,0.377982,-0.781674,3.81,0
117434.85,-0.360384,0.12502,1.40308,-0.240931,1.590222,0.530309,0.411135,1.458967,-1.631986,-0.255104,0.305345,-0.035731,1.599638,0.22056,-0.042929,-0.754526,1.559876,0.424409,0.029715,-1.569387,1.222946,0.78163,-0.744725,1.057645,2.09173,-2.488585,-1.468374,-1.511012,27.77,0
85941.81,-0.176342,1.154966,1.4928,0.809215,0.293363,-0.127356,-0.758586,-2.379582,0.055634,0.250534,-1.404392,-0.409541,1.017396,-1.914079,-0.226265,-0.196537,-1.010744,-0.871489,1.593552,-0.068143,-1.015304,-0.092529,0.68559,-1.962202,0.513034,1.552989,-0.059471,0.348225,4.54,0
139729.32,-0.183775,1.826005,0.076498,1.365,-1.783314,0.854516,0.26577,0.342209,-0.356965,0.887329,0.742518,-0.224393,-0.384845,1.448122,-1.364035,-0.342474,0.573847,1.051698,-0.423014,-1.734894,0.625542,0.3917,-0.413635,0.228099,0.692854,0.191246,-0.74722,0.711961,4.89,0
69011.6,0.157509,0.510091,-0.09574,-1.446093,-0.066151,-0.071763,-1.605629,-1.048276,-0.211393,-0.583726,1.107839,0.923725,0.616756,0.425859,0.384974,0.156655,-0.04536,-0.806417,0.18038,1.269393,1.218597,1.753623,1.544683,0.149104,1.429141,0.334085,1.116171,0.45024,2.28,0
24076.05,0.293783,1.063933,-0.814112,1.05278,-0.274682,-0.302357,-0.41647,-0.513284,-0.192524,0.890396,-0.366488,0.865129,-1.461208,0.370617,0.826394,-0.574423,-1.173762,1.247611,-1.035475,0.301221,-0.827565,-0.366479,2.251755,1.277598,-0.176754,0.057643,-0.731533,-1.167585,78.91,0
18527.84,0.327943,0.490255,-1.303491,0.214416,-1.016592,2.780944,-0.1262,0.208349,-0.699001,-0.398945,-0.162837,0.330434,0.731211,1.401564,0.0978,-0.306277,0.256817,0.818529,-0.399866,-1.397074,-0.417907,1.317607,0.038853,-0.276264,-0.5563,0.367281,-1.149563,-1.138965,4.88,0
73376.42,-0.070892,-1.660617,-0.39815,-0.843432,-0.687948,-1.18747,1.231607,1.047884,0.41362,0.82926,0.431649,0.912043,-2.066127,-1.803593,1.692398,-1.284094,-0.351077,0.717738,0.612184,1.480129,-1.106414,-0.472193,1.33274,-0.059871,0.729071,-1.318424,0.221262,-1.299549,7.89,0
14019.52,-1.083798,0.761677,-1.217146,0.239907,-0.585454,-0.180298,0.338492,2.456747,-0.823614,0.720351,-0.462881,0.628993,-0.082038,-0.39952,0.320449,1.154276,0.919548,1.052267,1.022025,1.31712,-1.557458,-0.979939,0.244747,0.569518,-0.515565,-1.441695,0.457356,0.601627,46.84,0
160794.29,-1.376364,0.710055,0.145571,0.859337,1.942574,-0.01394,1.642526,0.749846,-1.717928,1.94408,0.474949,0.171317,-0.222021,1.394023,0.223611,0.7212,-0.711285,1.193806,-0.073749,-1.669502,0.159282,-1.772188,0.150895,0.779879,-0.355432,-0.352895,-0.612127,-0.758298,15.81,0
94496.24,0.228296,-0.03732,-0.934296,0.148822,-1.348306,-0.332232,-1.390667,1.028602,-1.764381,-1.609247,-0.737616,-1.254452,-0.372447,-0.588171,0.332525,-0.390354,0.386313,-0.248606,2.444317,-0.920212,-1.606099,-0.328869,-1.447601,-0.461724,1.270462,0.349271,0.636052,-0.774765,17.84,0
148649.6,1.768032,0.619131,-0.300568,-0.83433,1.706441,0.89957,-0.404957,-0.757347,-0.534696,0.035473,0.818139,0.230638,-0.112126,0.005805,0.636318,-0.446989,-0.612789,-1.577222,-1.223494,0.816659,0.587438,-0.445051,0.410857,-0.732164,0.363938,0.889242,-1.921145,-0.645493,64.29,0
69056.69,-1.010046,1.513888,-0.194191,0.704632,-0.564092,-0.95985,-1.511568,1.517149,0.499492,-0.706589,2.09328,-1.58047,-0.051433,-1.512203,-1.265765,-2.89502,0.013767,0.426238,0.903463,0.335045,0.256204,1.207542,1.19976,-0.638068,0.890894,0.600381,-0.898016,0.102773,22.16,0
79012.92,0.936015,-0.17052,-0.021069,0.447607,-1.350469,0.475638,0.070309,-1.206576,-0.172415,0.473781,-0.137968,0.307873,0.924839,1.452559,-0.621729,-0.016345,0.224971,1.937429,1.181689,-0.930267,-1.246349,1.436904,0.485908,1.555819,1.483178,-0.325061,-0.027428,0.876482,9.77,0
118555.98,0.282001,-0.71863,-0.201253,-0.541367,0.256783,-0.518847,0.325712,-0.852874,-0.283879,0.493808,0.435857,1.723459,0.465439,1.111493,0.190382,-1.545637,-0.070857,-0.317758,-0.089611,-0.661372,-0.744558,-0.146906,0.23262,1.28255,0.652349,0.621081,1.0816,0.786138,28.42,0
63377.75,-1.803484,1.980673,0.689124,0.24095,0.275473,-0.798868,1.303013,1.136727,-2.990949,-0.069896,1.332421,0.936636,0.505514,-0.574528,1.41135,0.378648,0.657921,0.472861,0.418832,0.311561,-0.616479,-0.15299,0.782282,0.276063,-0.732418,0.384741,0.443839,0.4593,29.45,0
124869.7,3.091168,1.347068,0.340049,-0.098316,-0.091327,-1.763963,-0.547985,-0.091644,-0.631226,-0.406186,2.607805,-0.494688,0.10119,0.265496,0.677348,-0.629054,1.225308,0.366906,-1.203823,-0.179524,-0.310923,-0.524526,0.709982,0.647917,0.573985,-0.01326,0.184161,-2.000923,7.61,0
27502.76,0.648372,-0.389273,-0.153284,-0.526046,-2.176979,0.552203,0.720171,-0.126546,-1.139049,-0.140914,-1.407048,-0.652797,-1.617263,-0.098008,0.479889,1.213459,-0.693711,0.636554,-0.821441,-0.705971,-0.084693,-0.784122,1.838075,-0.921729,0.621158,-1.247861,1.182975,-1.444303,7.65,0
82615.47,-1.488761,-0.465934,0.106241,-0.347732,-0.471532,-1.22504,-0.795374,0.89855,-0.241371,0.626683,1.015697,-0.702802,0.520406,-0.406613,-1.07392,-0.264715,1.490601,-0.709816,1.247175,-0.913434,0.135889,-0.172835,0.270305,0.999862,0.453035,1.570771,-0.903056,-0.316398,2.19,0
46556.1,-1.448668,-0.723617,1.048189,1.087948,0.891974,-1.018145,0.698753,-1.174129,-0.085518,0.498201,-0.802191,0.274143,-0.293495,-0.190369,-0.310295,-1.073857,-0.875308,0.236127,-1.3157,-0.577347,0.256831,-0.24525,-0.828922,0.021499,0.601862,0.719488,-0.105047,1.121452,95.26,0
1681.35,-0.981384,-0.817147,0.059672,-0.648849,0.120293,0.080477,-0.264678,0.015957,0.074362,0.356039,-1.423958,0.223698,0.798975,-0.859179,-0.13585,-0.757217,-0.216535,-0.257767,0.655782,-0.335456,1.174356,-0.274212,0.416593,-1.823933,-2.331282,0.001364,0.911003,-0.770084,5.69,0
65650.11,1.329169,-0.701658,1.067012,0.471083,-0.743165,-0.595299,2.623444,0.54673,-0.758588,0.955539,-0.225886,-0.288271,-0.85528,0.67338,-1.109732,-0.008141,0.353227,0.175502,1.177095,-0.302402,0.78593,0.184275,-0.845519,0.667358,0.765401,0.681755,0.457026,-1.655086,37.62,0
17529.1,-1.500712,1.293202,-0.327507,0.229102,-0.716614,-0.926864,-0.42303,0.058699,-1.027406,1.218214,1.311424,0.917637,-1.174524,1.294389,-1.949782,-0.004776,1.389288,-0.055753,0.592443,-1.135719,-0.847334,-0.787859,0.293113,-0.859805,-1.317861,0.430198,-0.01505,0.051219,73.49,0
11936.97,1.394334,0.660856,0.068285,0.406368,-0.837193,-1.704348,-0.355207,-1.4231,0.759377,-0.446684,-0.383429,-0.127265,-0.385872,-1.095715,-2.128555,-1.206679,1.026742,-0.63485,0.810996,-2.501081,-0.653813,-0.324601,0.765493,0.335489,0.68326,-1.563971,-0.398826,-0.331014,4.72,0
105036.04,-0.198317,-0.531125,-0.14323,0.69966,0.346281,0.041561,-2.045335,1.783005,1.062576,-0.022258,-1.447073,0.417515,-0.897389,-0.861568,0.87347,0.53565,0.279881,0.490885,0.526688,0.038482,-0.046402,0.614436,1.142492,-0.136803,1.303715,0.551448,0.849772,0.504005,7.23,0
149589.27,-0.000452,-0.867567,1.405673,0.471786,1.158665,-0.856933,0.163544,-0.466963,-0.927528,0.423461,-0.544989,0.540534,-0.494775,-0.485685,0.781278,0.108154,-0.522066,-1.315539,-0.665888,-0.295397,-0.041596,1.652636,1.141787,-1.362174,0.497136,-0.014019,-1.127891,-0.154359,45.23,0
67533.61,0.826732,-1.18907,-0.477733,-1.713746,1.33312,-0.330242,0.615032,-0.38303,-0.237174,-0.180249,0.988476,-1.312106,1.519732,-0.750351,-1.313869,0.133291,-0.605483,2.364775,0.382073,0.074866,-0.263591,-0.474302,1.367627,-0.627028,1.010018,-0.19157,-0.09663,0.305281,43.33,0
17684.67,1.782419,-0.651307,-1.056572,-0.311256,-1.343664,-0.088089,-0.27264,0.20552,0.704327,-0.194343,-0.852184,-1.56112,-0.552484,-1.013354,0.349856,-0.803941,1.578337,-1.441585,0.836585,0.31478,-0.144874,-0.604206,1.381397,-1.128185,0.34272,0.135672,-0.797918,0.604383,8.51,0
35335.86,-0.72361,0.253634,0.780267,0.715612,-0.664754,0.296109,0.277652,-0.683105,0.994646,-0.211603,-0.240185,-0.026851,-0.712996,1.549643,1.226283,0.972327,-0.327119,-0.945491,0.413129,-0.296211,0.014471,-0.389364,0.204576,1.100799,0.439532,-1.413438,0.392196,-1.095453,158.15,0
149403.42,-0.171141,0.469558,-0.016664,0.380911,-1.873001,0.512087,1.107063,0.22756,-0.214889,0.166195,-0.901417,0.288877,-0.532993,1.553344,-0.289136,0.47897,-0.746401,2.073835,0.600814,0.509737,1.694459,1.420287,-0.822356,-0.142437,-0.292531,0.542694,0.116008,0.973865,3.72,0
101196.26,1.82259,-0.496884,-1.435646,0.541733,1.276193,1.43107,0.469084,0.680627,0.705204,0.325289,2.18554,0.035183,0.007725,0.640026,0.243117,1.894657,1.844107,-0.877042,0.759159,-0.214516,0.385397,1.184587,-0.178266,-0.856572,-0.416343,-0.109581,-1.877948,-0.496094,31.76,0
19206.13,0.608559,-1.209614,1.512737,-1.117387,1.606898,-0.378073,-1.62316,0.150921,-0.49344,-0.044433,0.122928,-0.105205,0.550776,1.438038,1.300953,-0.111558,0.396292,-0.131425,1.786057,0.121403,1.125272,0.379334,-0.206826,-0.052474,1.893031,-1.027753,0.668444,-1.22911,11.68,0
40574.95,-0.693313,0.884759,-1.579658,-1.560105,1.169566,-0.073158,0.304758,0.958634,-0.710326,-1.066153,2.034356,-1.777332,-1.433542,0.433229,-1.219737,-1.001752,-0.21428,0.445878,1.204288,-0.917396,0.381902,-0.31025,0.462316,1.907798,-1.507224,0.18532,-0.021104,2.026003,21.67,0
104911.89,0.570899,0.989242,0.155257,-2.549335,1.133709,-0.443403,-1.083297,0.24571,-0.566242,0.523784,-0.597203,0.838687,-0.843937,-0.991486,0.465194,-0.84347,0.165474,0.249746,-1.548785,0.823221,-0.234038,0.954741,-1.25078,-0.810135,0.354294,-0.034372,-0.698211,-1.208818,23.34,0
135425.86,0.424467,-0.430022,-0.982154,-0.091576,1.133988,-0.35197,0.122145,-0.259664,-2.204574,0.107615,0.626013,0.678581,-0.50255,-1.232568,0.47913,0.459167,0.323132,1.692596,0.197519,0.140858,-0.468366,-0.924328,-0.067407,-0.254575,0.23259,0.055688,0.226617,-0.800363,19.07,0
172495.21,0.155553,0.170156,0.788635,-1.21183,0.994701,-0.408262,0.335145,0.024855,-0.353497,0.725928,0.455777,-1.008776,0.563598,1.333904,-0.484647,-0.693363,0.173114,-0.415133,0.194753,-0.854321,0.094119,-0.86449,-0.786527,-0.857303,-0.774719,-1.302029,1.191438,-0.84966,38.79,0
120737.37,1.234943,-0.704856,0.490323,-1.473253,-1.437032,-1.205101,-1.545578,-0.783444,1.6555,0.064705,-0.388493,-0.77057,-0.230873,-0.530474,-1.046474,1.00616,-1.173762,0.927966,-0.130295,2.090385,-1.95298,0.02693,-0.054065,1.448496,0.286774,0.097294,-0.261488,-0.034022,20.18,0
100094.58,-0.741095,-0.081061,0.515354,-0.094396,0.112267,-0.292815,1.311541,0.504454,0.407743,-2.735328,0.707601,0.160116,0.974634,-1.205784,0.010167,-0.823418,-0.37319,1.094965,0.154441,-0.048973,-1.394951,0.973532,-0.605688,-0.007437,0.765005,-0.077143,1.287192,-0.62918,12.66,0
34858.73,-0.635372,-0.098703,-0.282992,1.026784,-0.965616,-1.374684,2.504884,0.35776,1.571975,1.878878,0.827285,0.93933,-0.084024,-1.124279,0.126826,0.779598,-1.013993,-0.129126,-0.36855,2.206304,0.946314,0.536715,-1.230733,0.588216,0.611788,-2.282146,-1.609117,-0.269308,4.13,0
21013.36,-0.299184,0.47773,-1.808016,0.063011,-0.813565,-0.831101,0.453992,-0.784394,-0.19578,1.090744,-0.100565,-1.023196,1.251234,-0.229925,-1.185208,-0.0576,1.880002,0.982969,0.548894,-0.492522,-1.033628,1.081444,-0.001143,1.441556,1.645487,0.135278,-0.212528,0.000633,14.6,0
150759.11,-0.763236,-0.232986,1.696518,1.035227,1.645331,0.848938,1.217761,-0.307468,-1.408851,-0.68473,0.440103,0.312473,0.498435,0.178434,1.139901,0.015018,-0.151981,1.00973,1.016656,0.010169,-1.42541,0.306475,-0.80948,1.281975,-0.224103,-1.091168,-0.010738,1.367915,10.31,0
133106.9,-2.026671,-2.026713,0.028608,0.066239,1.242188,1.308993,-0.109302,-0.682682,-0.528199,-1.718781,0.369891,0.81557,0.609186,0.157455,-0.536505,0.783542,0.623945,-1.285478,-0.451138,-0.482331,0.240795,-0.191744,1.400097,0.574616,0.214325,-0.566391,0.201457,-0.527111,9.45,0
127771.34,-0.489236,0.826243,0.247647,-0.400775,-1.671797,-1.633914,0.285341,1.038351,-1.757361,1.64242,0.658503,1.996813,0.007806,-0.113263,0.40689,-0.412003,-0.208829,0.972594,0.187808,-0.409096,-0.019337,2.511171,-0.019926,0.383498,0.877349,-0.923478,0.211568,-0.861019,9.79,0
60802.16,2.529654,0.057422,0.543051,0.563601,-0.132474,-1.03387,1.056723,-1.504191,-0.091295,-0.397647,0.411792,1.004052,1.113932,-0.903736,1.470177,-1.153923,-0.358309,2.69822,0.7604,1.267446,0.968293,2.110351,2.18215,0.540134,0.002045,-0.763854,-0.769971,0.102436,31.34,0
33256.82,0.645221,-1.104707,-0.668078,-0.698931,1.690643,0.191111,0.344006,-0.397892,-0.68436,-0.972062,1.87788,-0.820629,-0.91729,0.582025,-0.60372,0.321536,1.786097,-0.549569,0.097399,0.610198,-0.791831,0.067028,-1.416208,-0.059312,-0.110006,-2.386732,0.94029,-1.469166,12.74,0
140882.03,-0.411517,-0.137084,-0.658192,-0.293174,2.292094,-0.106539,-0.839093,-0.647553,0.731782,2.067187,-1.375571,1.565698,0.384602,0.65582,1.065755,-0.303483,0.884553,0.663391,1.81885,1.081852,1.268455,-0.343902,0.978924,1.007482,-1.515099,0.140983,1.000682,-0.616748,54.91,0
145840.13,0.39857,0.31623,-0.463051,0.713432,-0.05251,-0.798768,-0.216874,1.294339,1.436738,0.094133,0.026541,-1.435369,1.761713,1.099444,0.802221,-2.235256,0.161893,-0.333041,0.570847,-0.456277,-0.196929,0.449052,-0.598176,-0.702187,-0.130477,1.20889,0.83189,0.981464,9.72,0
156990.64,-0.780844,-0.314132,-0.521182,0.900449,1.501182,-0.810395,-1.70995,-0.4158,1.430151,-1.311397,2.309227,-0.268659,-0.029528,0.920314,-0.058737,0.0084,1.213669,0.454714,-0.496346,-0.218844,-0.879963,-1.495607,0.276746,0.460728,-1.782355,0.431953,-0.0196,-1.686757,22.18,0
77664.89,-0.59749,0.253549,-0.139763,-0.308684,-1.319684,2.169099,-1.949455,0.26855,0.75262,-0.862312,-1.152098,0.178498,-0.111502,-0.247626,-0.463776,2.044767,-0.608591,-0.025465,-0.720615,0.311296,0.465165,-1.189034,0.616783,0.040148,0.532088,1.681286,1.794738,1.917321,16.63,0
6525.32,0.771969,-0.304104,-0.211109,0.536635,0.78903,0.520989,-1.216737,-1.003886,0.515363,2.072878,0.435743,-0.085805,0.986129,0.280907,-0.808835,-0.155002,-0.805761,1.379785,1.288225,0.645334,2.72173,0.354678,-1.018433,0.262219,1.214254,-0.990105,1.221049,-0.064196,16.54,0
14774.82,-0.000626,0.83545,-1.843281,0.125025,-0.820366,-0.433137,-1.894019,-1.448962,0.035541,0.14111,-0.23029,-0.651143,-0.403174,0.559767,-0.225771,1.138051,-1.497823,0.021609,0.692628,0.752237,-0.687558,0.402619,-0.382787,-0.091474,1.668264,-2.378065,-0.221374,-0.75076,94.27,0
132318.69,-0.377661,0.810446,-0.991925,0.393438,-0.034542,-0.52249,0.820397,0.950346,0.017568,0.294335,-0.512262,-0.140863,0.993003,-0.542241,-0.26074,-0.35715,-0.281422,-1.282172,0.529899,-2.443079,1.040028,-0.222031,0.369648,-0.540534,-0.266063,-0.140573,-0.141794,0.219065,41.58,0
19226.42,-0.473514,-1.872363,1.332737,-0.642361,-1.470544,-0.330863,-0.913663,0.076846,0.278645,-1.325265,-1.957564,0.850582,-1.204584,-0.63575,1.587005,0.667182,-2.317915,0.725013,-0.436172,1.223441,0.207242,0.363163,-0.253593,0.102062,1.113718,-1.930241,0.834364,-1.336514,62.5,0
75595.84,-0.455425,0.504924,0.484493,2.173386,0.094781,-0.571419,0.424312,-0.883339,-1.143521,1.221024,-1.045456,0.275127,0.057082,-0.607618,-0.689032,2.252253,0.951236,-0.265663,-1.923674,-0.325266,0.62146,-0.812221,0.914565,0.837861,-0.386222,-1.93324,1.120542,0.52628,7.57,0
136067.78,0.340178,1.18434,1.05362,-1.570752,-0.129992,-0.219722,0.047964,-1.266433,0.490825,1.192981,0.355187,0.927265,-1.455535,0.512381,0.257281,0.113916,0.127956,-1.65354,-1.127555,1.26882,0.042963,-1.471619,0.08827,-0.172222,0.033328,0.762848,0.446574,0.933611,14.97,0
120218.53,-0.153535,0.552273,0.22427,2.154053,0.618134,0.374591,-0.39941,-1.021634,0.31553,-0.038246,-0.551296,-0.045718,2.062869,1.085821,0.480065,0.380673,1.789364,0.338836,-1.233332,1.718697,-0.708291,0.955045,-1.329076,0.804089,0.338265,-1.484666,-1.507611,-1.248684,6.9,0
26202.17,0.583623,-0.171347,-0.104589,-0.192067,-0.006804,0.302575,-0.800839,-0.182838,-0.775538,0.101639,0.237647,-0.826068,-1.429735,-1.351511,-0.250602,0.612263,-0.390365,-0.352027,2.805436,-0.245306,0.385636,1.179499,-0.402378,-1.981567,-0.723147,0.659294,-1.908823,-0.656891,35.09,0
53262.47,-0.038494,-0.85964,0.53609,-0.169734,-1.418611,-1.004005,-1.533578,-0.257467,0.385984,-0.798934,0.9254,-0.236256,-0.209279,-0.053991,1.365907,-1.707073,1.531701,0.863911,0.042579,1.401891,-0.303652,0.34995,-0.348876,0.923481,-0.94239,0.12164,0.566691,0.981224,48.01,0
163262.49,0.188764,-1.830331,-0.940334,0.422483,0.455667,0.477122,-0.462568,0.245195,2.084245,-0.474401,-0.300586,-0.377264,-0.581598,0.097394,0.102087,0.212504,-1.64011,-1.346248,2.312426,0.372385,-0.453087,0.55821,0.570162,-0.297048,1.657692,1.058235,0.726399,-1.705247,8.23,0
95080.24,0.663677,2.018578,0.553283,-1.097247,-0.685983,-0.200804,1.01897,-0.633656,-1.516351,-0.448167,-2.289798,1.018304,-0.018407,0.318461,0.306764,0.886698,0.846921,-0.23458,0.272406,0.225733,-0.808813,-0.618236,-0.282546,-0.099699,0.336555,-1.165401,2.400121,0.643452,21.38,0
51272.03,0.298584,0.229277,1.171782,-2.029938,1.03343,0.976903,-0.206021,0.341911,0.667408,0.947972,-1.023167,1.62753,-0.858754,1.137124,-0.522457,0.188456,-2.426675,-0.033119,1.269665,-0.056861,-0.730214,0.800837,0.140687,-1.213422,-0.304431,1.21988,0.834793,0.742573,6.6,0
162724.42,0.326109,-0.396895,-0.060192,-1.810756,1.547589,1.865581,-0.901167,0.996276,-1.301829,-0.384387,-1.021654,0.763281,0.361546,-0.369572,-0.248555,-0.427223,0.875498,0.618234,0.652404,-0.962597,-1.189829,0.865077,-0.776521,1.435568,-0.899691,0.460781,-0.463947,-0.004648,7.0,0
25931.05,-0.505132,-0.485048,-0.713047,-1.459904,-0.721068,0.022164,1.549855,-1.597405,0.017399,0.38167,-0.020293,-1.908321,0.783188,0.267207,0.448911,-0.543765,1.393354,-0.555492,0.774782,0.343016,-1.43885,-0.571179,-3.315676,2.8823,-0.457807,0.742253,1.184297,0.333949,20.43,0
111065.99,1.08904,-0.062385,0.007557,-0.072538,-1.46816,1.1046,-0.396742,-0.551382,0.048013,0.893673,-0.400682,0.30316,0.265342,0.141139,-0.547658,-1.035447,-0.811974,-0.129601,-2.473881,-1.2422,-1.437774,-1.70136,0.685952,0.022845,-0.485188,0.574747,-0.660818,-1.070734,35.81,0
3794.55,1.794287,-0.838781,0.696328,0.276435,-0.489316,-0.750959,-0.854501,-0.787518,-1.335368,0.475218,1.044606,-0.841335,-0.37379,0.981382,-1.38125,1.48549,-0.568617,-0.73911,-1.662587,0.902923,0.186925,-0.494174,0.821209,0.906268,1.943268,-0.911367,-0.176968,-0.898769,27.68,0
